,Order Id,Order Date,Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub Category,Product Id,cost price,List Price,Quantity,Discount Percent
8771,8772,2022-02-04,First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Appliances,OFF-AP-10002534,770,940,4,4
8772,8773,2022-01-02,First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Paper,OFF-PA-10001125,60,70,3,4
8773,8774,2022-09-14,Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10000804,30,30,6,5
8774,8775,2023-06-13,Standard Class,Home Office,United States,New York City,New York,10024,East,Office Supplies,Binders,OFF-BI-10002982,10,10,2,3
8775,8776,2022-06-02,Second Class,Home Office,United States,Chicago,Illinois,60623,Central,Office Supplies,Art,OFF-AR-10001547,0,0,2,5
8776,8777,2023-05-26,First Class,Corporate,United States,Huntsville,Texas,77340,Central,Furniture,Chairs,FUR-CH-10000665,500,530,5,2
8777,8778,2023-10-20,First Class,Corporate,United States,Huntsville,Texas,77340,Central,Office Supplies,Paper,OFF-PA-10000520,40,40,8,5
8778,8779,2023-10-20,Standard Class,Corporate,United States,New York City,New York,10024,East,Furniture,Bookcases,FUR-BO-10004015,260,290,3,2
8779,8780,2023-07-06,Second Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Storage,OFF-ST-10004258,30,30,3,5
8780,8781,2023-07-15,First Class,Corporate,United States,Houston,Texas,77070,Central,Office Supplies,Art,OFF-AR-10003696,50,60,2,2
8781,8782,2022-07-20,First Class,Corporate,United States,Houston,Texas,77070,Central,Furniture,Bookcases,FUR-BO-10001811,1010,1230,6,4
8782,8783,2023-05-12,Standard Class,Corporate,United States,Twin Falls,Idaho,83301,West,Office Supplies,Binders,OFF-BI-10001249,20,20,4,4
8783,8784,2022-01-19,Standard Class,Corporate,United States,Twin Falls,Idaho,83301,West,Furniture,Tables,FUR-TA-10003473,950,1130,3,5
8784,8785,2023-03-19,Standard Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Labels,OFF-LA-10003190,0,0,2,2
8785,8786,2022-11-23,Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Phones,TEC-PH-10001305,180,200,5,2
8786,8787,2023-12-28,Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Paper,OFF-PA-10001534,20,20,3,5
8787,8788,2023-05-02,Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Accessories,TEC-AC-10000844,230,270,4,4
8788,8789,2022-09-12,Standard Class,Consumer,United States,Monroe,North Carolina,28110,South,Furniture,Chairs,FUR-CH-10000847,640,700,3,2
8789,8790,2023-03-24,Standard Class,Consumer,United States,Monroe,North Carolina,28110,South,Furniture,Bookcases,FUR-BO-10000468,70,80,2,2
8790,8791,2023-05-14,Standard Class,Corporate,United States,Richmond,Virginia,23223,South,Office Supplies,Binders,OFF-BI-10002799,50,50,9,5
8791,8792,2022-04-13,Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,TEC-PH-10001557,510,540,7,3
8792,8793,2023-02-05,First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Labels,OFF-LA-10001934,10,10,2,4
8793,8794,2022-08-19,First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Fasteners,OFF-FA-10004248,20,20,5,5
8794,8795,2023-06-21,First Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10001944,520,580,5,4
8795,8796,2023-08-10,First Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10002085,170,210,4,4
8796,8797,2023-12-03,Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Paper,OFF-PA-10003441,10,10,2,4
8797,8798,2022-03-23,Standard Class,Consumer,United States,Orem,Utah,84057,West,Office Supplies,Art,OFF-AR-10004602,50,50,2,5
8798,8799,2022-06-24,Standard Class,Home Office,United States,Burlington,Vermont,5408,East,Technology,Phones,TEC-PH-10002555,1170,1290,5,5
8799,8800,2023-12-09,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,TEC-CO-10001449,1440,1800,5,2
8800,8801,2022-03-21,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,OFF-PA-10004285,10,10,2,5
8801,8802,2022-12-01,First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Technology,Phones,TEC-PH-10000562,200,220,2,4
8802,8803,2023-07-10,First Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Furniture,Bookcases,FUR-BO-10003966,270,340,2,3
8803,8804,2023-08-25,First Class,Corporate,United States,New York City,New York,10035,East,Technology,Accessories,TEC-AC-10003614,20,30,3,3
8804,8805,2023-11-30,First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Labels,OFF-LA-10003148,20,20,3,4
8805,8806,2022-11-19,Standard Class,Consumer,United States,Salt Lake City,Utah,84106,West,Office Supplies,Binders,OFF-BI-10002133,80,100,3,4
8806,8807,2023-11-06,Standard Class,Corporate,United States,Utica,New York,13501,East,Furniture,Furnishings,FUR-FU-10002813,40,40,2,4
8807,8808,2023-05-24,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,OFF-BI-10004330,30,30,3,4
8808,8809,2023-08-01,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,TEC-PH-10002807,110,120,5,4
8809,8810,2022-01-04,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10001404,10,10,5,2
8810,8811,2022-10-21,Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10004911,30,40,4,4
8811,8812,2022-03-23,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Appliances,OFF-AP-10004233,170,210,3,5
8812,8813,2022-09-29,Standard Class,Corporate,United States,Jackson,Michigan,49201,Central,Office Supplies,Art,OFF-AR-10002766,10,10,5,4
8813,8814,2022-12-30,Standard Class,Corporate,United States,Glendale,Arizona,85301,West,Furniture,Chairs,FUR-CH-10003199,230,270,3,4
8814,8815,2022-12-24,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Technology,Phones,TEC-PH-10003012,280,310,2,4
8815,8816,2023-03-16,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Paper,OFF-PA-10001583,30,40,6,4
8816,8817,2023-05-22,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Art,OFF-AR-10001940,10,10,4,4
8817,8818,2023-06-19,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Envelopes,OFF-EN-10003286,20,20,2,4
8818,8819,2023-08-15,Second Class,Consumer,United States,Wilmington,Delaware,19805,East,Office Supplies,Paper,OFF-PA-10003441,40,40,6,2
8819,8820,2023-02-03,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Office Supplies,Paper,OFF-PA-10003395,320,340,4,4
8820,8821,2022-01-21,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Technology,Copiers,TEC-CO-10003236,880,960,2,3
8821,8822,2023-02-16,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Binders,OFF-BI-10002982,0,0,2,3
8822,8823,2022-10-28,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Art,OFF-AR-10004010,50,60,2,3
8823,8824,2022-02-22,Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Paper,OFF-PA-10002947,10,10,2,5
8824,8825,2023-10-07,Second Class,Consumer,United States,Reading,Pennsylvania,19601,East,Office Supplies,Envelopes,OFF-EN-10003845,10,10,3,2
8825,8826,2023-01-03,First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,OFF-LA-10003190,10,10,3,5
8826,8827,2023-02-26,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10002986,30,30,5,3
8827,8828,2022-05-06,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,OFF-PA-10001593,30,30,7,2
8828,8829,2022-03-03,Standard Class,Corporate,United States,Saint Charles,Missouri,63301,Central,Office Supplies,Paper,OFF-PA-10000528,10,10,2,5
8829,8830,2023-12-09,First Class,Corporate,United States,Indianapolis,Indiana,46203,Central,Office Supplies,Storage,OFF-ST-10001932,310,390,2,4
8830,8831,2022-04-05,Second Class,Corporate,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10003727,20,30,10,5
8831,8832,2022-06-04,Standard Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Furniture,Furnishings,FUR-FU-10002759,40,40,2,2
8832,8833,2023-04-30,Standard Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,OFF-BI-10000545,1110,1220,2,3
8833,8834,2022-11-25,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Storage,OFF-ST-10004950,20,20,1,5
8834,8835,2023-12-09,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Technology,Phones,TEC-PH-10003171,80,90,2,5
8835,8836,2023-07-21,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Art,OFF-AR-10000614,10,10,4,5
8836,8837,2022-09-29,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Art,OFF-AR-10000034,10,10,3,5
8837,8838,2023-08-03,Standard Class,Home Office,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Labels,OFF-LA-10003766,20,20,5,3
8838,8839,2022-11-21,Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Art,OFF-AR-10001725,60,70,3,4
8839,8840,2022-10-27,Second Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Binders,OFF-BI-10002794,60,70,2,4
8840,8841,2022-08-07,Second Class,Corporate,United States,Los Angeles,California,90004,West,Technology,Accessories,TEC-AC-10004171,260,300,3,5
8841,8842,2022-03-28,Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10003628,80,90,3,4
8842,8843,2022-08-26,Standard Class,Corporate,United States,San Francisco,California,94110,West,Technology,Accessories,TEC-AC-10004761,20,30,2,2
8843,8844,2023-05-26,Second Class,Corporate,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Storage,OFF-ST-10000885,70,70,5,4
8844,8845,2022-12-15,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10004209,10,10,3,2
8845,8846,2023-01-03,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Fasteners,OFF-FA-10002988,0,0,3,5
8846,8847,2022-08-25,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Paper,OFF-PA-10002222,80,90,5,5
8847,8848,2022-08-04,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Appliances,OFF-AP-10004487,110,130,2,2
8848,8849,2022-09-23,First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Technology,Phones,TEC-PH-10003505,60,70,1,5
8849,8850,2023-05-19,First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Furniture,Furnishings,FUR-FU-10000076,150,160,10,2
8850,8851,2022-02-13,First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Binders,OFF-BI-10004728,0,0,2,5
8851,8852,2023-01-19,First Class,Corporate,United States,Raleigh,North Carolina,27604,South,Office Supplies,Paper,OFF-PA-10002250,10,10,2,3
8852,8853,2022-03-19,Second Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10003823,100,120,4,5
8853,8854,2023-11-10,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Supplies,OFF-SU-10000898,50,60,5,2
8854,8855,2023-11-26,First Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Accessories,TEC-AC-10003832,590,620,3,5
8855,8856,2023-01-19,Standard Class,Corporate,United States,Meridian,Idaho,83642,West,Office Supplies,Binders,OFF-BI-10001679,20,20,3,4
8856,8857,2022-02-25,Standard Class,Corporate,United States,Sacramento,California,95823,West,Technology,Accessories,TEC-AC-10002335,170,210,6,4
8857,8858,2022-07-24,Standard Class,Corporate,United States,Sacramento,California,95823,West,Technology,Phones,TEC-PH-10003187,20,30,2,5
8858,8859,2022-01-25,Standard Class,Corporate,United States,Sacramento,California,95823,West,Office Supplies,Binders,OFF-BI-10003527,4060,5080,5,5
8859,8860,2022-08-06,Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Technology,Phones,TEC-PH-10003171,30,40,1,3
8860,8861,2023-08-22,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Labels,OFF-LA-10000414,20,30,3,4
8861,8862,2023-11-23,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Furniture,Furnishings,FUR-FU-10002107,10,10,4,5
8862,8863,2022-03-22,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Binders,OFF-BI-10004593,200,210,4,5
8863,8864,2022-04-29,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Appliances,OFF-AP-10003860,90,110,4,2
8864,8865,2023-01-16,Standard Class,Home Office,United States,Paterson,New Jersey,7501,East,Office Supplies,Paper,OFF-PA-10000556,30,40,6,3
8865,8866,2023-07-09,Standard Class,Consumer,United States,Arlington,Virginia,22204,South,Office Supplies,Appliances,OFF-AP-10003281,30,40,3,2
8866,8867,2023-03-21,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Bookcases,FUR-BO-10004218,460,490,5,5
8867,8868,2022-09-03,First Class,Consumer,United States,Chicago,Illinois,60653,Central,Technology,Phones,TEC-PH-10002185,10,10,2,5
8868,8869,2023-12-25,Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Machines,TEC-MA-10003176,620,690,2,5
8869,8870,2023-07-22,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10002003,20,20,5,3
8870,8871,2022-07-08,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Furniture,Furnishings,FUR-FU-10000023,60,70,12,3
8871,8872,2023-12-03,Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Storage,OFF-ST-10002756,460,540,4,3
8872,8873,2022-02-13,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,TEC-MA-10002694,90,100,2,4
8873,8874,2022-05-26,Same Day,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10002429,20,20,2,4
8874,8875,2023-10-18,Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,OFF-BI-10003684,20,20,5,4
8875,8876,2022-11-08,Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Supplies,OFF-SU-10003505,160,190,2,2
8876,8877,2023-12-14,Standard Class,Consumer,United States,Irving,Texas,75061,Central,Office Supplies,Appliances,OFF-AP-10002534,60,60,1,4
8877,8878,2023-05-21,Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Technology,Machines,TEC-MA-10004626,400,480,4,2
8878,8879,2022-04-07,Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Storage,OFF-ST-10000615,30,30,3,5
8879,8880,2023-03-13,First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Paper,OFF-PA-10000659,170,190,11,2
8880,8881,2023-02-07,First Class,Corporate,United States,Los Angeles,California,90008,West,Technology,Accessories,TEC-AC-10000736,200,240,3,5
8881,8882,2023-02-08,Second Class,Home Office,United States,Aurora,Illinois,60505,Central,Technology,Accessories,TEC-AC-10003038,40,50,7,4
8882,8883,2023-08-25,Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Technology,Phones,TEC-PH-10004071,20,20,2,2
8883,8884,2023-01-23,Standard Class,Corporate,United States,Durham,North Carolina,27707,South,Office Supplies,Paper,OFF-PA-10001667,10,10,3,4
8884,8885,2022-04-04,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10001982,10,10,4,4
8885,8886,2022-11-03,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10004141,0,0,3,5
8886,8887,2023-05-20,Standard Class,Corporate,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,OFF-BI-10002103,20,20,8,4
8887,8888,2023-02-05,Second Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Storage,OFF-ST-10002574,250,280,2,5
8888,8889,2022-04-27,Standard Class,Home Office,United States,Stockton,California,95207,West,Furniture,Furnishings,FUR-FU-10003394,570,630,9,4
8889,8890,2023-08-16,Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Technology,Phones,TEC-PH-10003072,370,450,3,3
8890,8891,2022-04-18,Second Class,Home Office,United States,Columbia,Missouri,65203,Central,Office Supplies,Appliances,OFF-AP-10003057,1640,1930,7,4
8891,8892,2023-01-15,First Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Chairs,FUR-CH-10001146,100,120,2,5
8892,8893,2022-04-22,Standard Class,Home Office,United States,San Diego,California,92037,West,Furniture,Chairs,FUR-CH-10003973,2390,2680,9,5
8893,8894,2023-12-24,Standard Class,Consumer,United States,Texas City,Texas,77590,Central,Furniture,Tables,FUR-TA-10001307,430,490,2,3
8894,8895,2023-06-24,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,FUR-FU-10004071,290,310,3,3
8895,8896,2022-05-22,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,OFF-ST-10001505,20,20,3,3
8896,8897,2023-12-21,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Technology,Phones,TEC-PH-10004614,150,170,3,4
8897,8898,2022-08-03,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,OFF-PA-10004911,40,40,4,3
8898,8899,2022-04-13,Second Class,Corporate,United States,Springfield,Virginia,22153,South,Technology,Phones,TEC-PH-10003601,440,490,3,2
8899,8900,2022-06-25,Second Class,Corporate,United States,Springfield,Virginia,22153,South,Office Supplies,Labels,OFF-LA-10004545,20,30,2,5
8900,8901,2022-08-23,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Furnishings,FUR-FU-10001379,20,30,3,3
8901,8902,2023-03-22,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,OFF-PA-10001846,20,20,4,4
8902,8903,2022-08-03,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Furniture,Chairs,FUR-CH-10000422,160,190,3,4
8903,8904,2023-01-16,Standard Class,Consumer,United States,Decatur,Illinois,62521,Central,Office Supplies,Paper,OFF-PA-10004621,10,10,2,4
8904,8905,2023-05-30,Same Day,Home Office,United States,New York City,New York,10009,East,Office Supplies,Labels,OFF-LA-10001474,30,30,1,5
8905,8906,2023-10-22,Same Day,Home Office,United States,New York City,New York,10009,East,Technology,Accessories,TEC-AC-10001635,30,30,3,4
8906,8907,2022-01-22,Same Day,Home Office,United States,New York City,New York,10009,East,Office Supplies,Paper,OFF-PA-10001950,70,80,9,2
8907,8908,2023-03-11,First Class,Corporate,United States,San Francisco,California,94110,West,Technology,Phones,TEC-PH-10001552,60,70,7,2
8908,8909,2023-03-08,Standard Class,Corporate,United States,Moreno Valley,California,92553,West,Office Supplies,Paper,OFF-PA-10003790,150,180,8,3
8909,8910,2023-04-30,Standard Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Labels,OFF-LA-10002475,20,20,3,2
8910,8911,2022-11-01,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Technology,Accessories,TEC-AC-10000303,100,100,3,3
8911,8912,2022-11-15,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Technology,Phones,TEC-PH-10000127,120,140,9,3
8912,8913,2022-11-08,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Binders,OFF-BI-10004364,0,0,2,2
8913,8914,2023-08-01,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Office Supplies,Labels,OFF-LA-10002195,0,0,2,4
8914,8915,2023-12-31,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Storage,OFF-ST-10001490,720,860,6,3
8915,8916,2022-01-04,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,OFF-BI-10002852,10,10,4,4
8916,8917,2023-09-10,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Appliances,OFF-AP-10000390,50,50,4,5
8917,8918,2022-11-15,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Paper,OFF-PA-10004327,80,80,2,5
8918,8919,2023-08-23,Standard Class,Corporate,United States,Austin,Texas,78745,Central,Office Supplies,Binders,OFF-BI-10002353,20,20,6,5
8919,8920,2023-06-27,Standard Class,Corporate,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,FUR-FU-10003192,150,180,2,3
8920,8921,2022-12-12,Standard Class,Corporate,United States,Jamestown,New York,14701,East,Technology,Accessories,TEC-AC-10000736,140,160,2,4
8921,8922,2022-11-08,Standard Class,Corporate,United States,Coral Gables,Florida,33134,South,Technology,Phones,TEC-PH-10003095,50,50,3,2
8922,8923,2023-02-25,Standard Class,Corporate,United States,Coral Gables,Florida,33134,South,Furniture,Furnishings,FUR-FU-10002885,10,10,3,5
8923,8924,2023-12-06,Standard Class,Consumer,United States,Hickory,North Carolina,28601,South,Office Supplies,Binders,OFF-BI-10001525,0,0,4,5
8924,8925,2022-07-25,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Technology,Phones,TEC-PH-10004241,1320,1440,4,5
8925,8926,2023-04-02,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Office Supplies,Binders,OFF-BI-10000546,0,0,3,2
8926,8927,2022-06-25,Standard Class,Consumer,United States,Rockford,Illinois,61107,Central,Furniture,Tables,FUR-TA-10004256,570,630,3,4
8927,8928,2022-10-07,Second Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Art,OFF-AR-10002067,90,100,5,2
8928,8929,2023-04-27,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,FUR-TA-10000688,570,610,4,5
8929,8930,2023-03-18,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Furniture,Tables,FUR-TA-10002530,170,210,2,5
8930,8931,2023-08-19,Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Technology,Phones,TEC-PH-10001061,200,240,3,2
8931,8932,2022-06-18,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,FUR-FU-10001057,80,100,5,2
8932,8933,2023-11-23,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,TEC-AC-10002331,30,30,3,2
8933,8934,2023-02-03,Standard Class,Corporate,United States,Green Bay,Wisconsin,54302,Central,Furniture,Furnishings,FUR-FU-10003724,20,20,2,4
8934,8935,2022-09-09,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,OFF-PA-10000528,10,10,3,4
8935,8936,2022-10-07,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10001908,970,1120,14,4
8936,8937,2022-08-31,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10003903,170,200,5,3
8937,8938,2023-08-30,Second Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,TEC-PH-10004908,130,140,2,4
8938,8939,2023-11-08,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,OFF-AR-10001940,20,20,5,2
8939,8940,2022-02-16,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,OFF-BI-10002026,80,90,2,4
8940,8941,2022-06-06,Second Class,Consumer,United States,North Miami,Florida,33161,South,Office Supplies,Supplies,OFF-SU-10003936,10,10,3,3
8941,8942,2023-04-24,First Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Binders,OFF-BI-10002813,0,0,7,5
8942,8943,2023-10-02,First Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Machines,TEC-MA-10003337,150,180,3,5
8943,8944,2023-04-01,Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,FUR-CH-10001545,200,240,3,2
8944,8945,2022-04-22,First Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Paper,OFF-PA-10000062,150,160,3,5
8945,8946,2022-01-05,Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Supplies,OFF-SU-10001574,10,10,3,2
8946,8947,2022-04-01,Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Paper,OFF-PA-10001972,20,20,3,3
8947,8948,2023-12-07,Standard Class,Corporate,United States,New Bedford,Massachusetts,2740,East,Office Supplies,Binders,OFF-BI-10000201,10,10,5,4
8948,8949,2023-07-04,First Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Appliances,OFF-AP-10003278,10,10,1,3
8949,8950,2023-08-20,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Furniture,Tables,FUR-TA-10002903,820,930,6,5
8950,8951,2022-05-24,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Technology,Accessories,TEC-AC-10001013,50,50,2,5
8951,8952,2022-07-09,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Storage,OFF-ST-10000918,30,30,3,2
8952,8953,2022-01-20,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Art,OFF-AR-10001419,20,20,7,5
8953,8954,2022-12-08,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Office Supplies,Appliances,OFF-AP-10003266,60,60,5,3
8954,8955,2022-05-11,Second Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Bookcases,FUR-BO-10000468,130,160,4,3
8955,8956,2023-03-11,Standard Class,Corporate,United States,San Diego,California,92024,West,Office Supplies,Paper,OFF-PA-10004610,10,10,2,3
8956,8957,2022-04-27,First Class,Consumer,United States,Hialeah,Florida,33012,South,Furniture,Furnishings,FUR-FU-10004963,20,20,3,4
8957,8958,2022-06-21,First Class,Consumer,United States,Hialeah,Florida,33012,South,Technology,Machines,TEC-MA-10004626,110,120,2,2
8958,8959,2022-10-08,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Technology,Phones,TEC-PH-10003437,270,300,5,2
8959,8960,2023-03-26,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Appliances,OFF-AP-10002867,60,70,5,3
8960,8961,2022-10-18,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,FUR-CH-10002126,760,850,5,5
8961,8962,2023-02-26,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Art,OFF-AR-10001761,20,20,4,2
8962,8963,2023-07-20,First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,FUR-FU-10004665,220,270,2,3
8963,8964,2023-11-18,First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Technology,Accessories,TEC-AC-10000057,90,90,3,4
8964,8965,2023-06-24,First Class,Consumer,United States,Virginia Beach,Virginia,23464,South,Furniture,Furnishings,FUR-FU-10003806,620,760,5,4
8965,8966,2023-07-03,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,OFF-BI-10000145,0,0,2,4
